	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
AC114752	2.76750808309935	0.0483120095029671	0.285900358909106	0.168981982699527	0.865810813312899	0.999980938187157	none
AC124997	2.32493572058222	-0.178144338373637	0.294176406485041	-0.605569768501116	0.544800482387287	0.999980938187157	none
AC136289	2.50770290837434	0.248253450938508	0.315411747234972	0.787077377792041	0.431236571301873	0.999980938187157	none
AC139100	2.75685915024516	-0.208020298875067	0.268407832169104	-0.775015755665463	0.438330349577787	0.999980938187157	none
AC141928	4.26544615617392	-0.111983193465347	0.22188634338781	-0.504687182435671	0.613778565045546	0.999980938187157	none
AC144652	4.30827319206414	-0.0651275356121906	0.223744744339971	-0.291079622023354	0.770990424736981	0.999980938187157	none
AC145343	4.60066276135653	0.108330136979959	0.225901854654203	0.479545142051995	0.631550861924512	0.999980938187157	none
ACAA1	7.2517526545878	0.0377030027998039	0.174988138414176	0.215460334291718	0.829408434431598	0.999980938187157	none
ACAA2	5.09807838572908	0.0519987376117647	0.211427236819545	0.245941527657319	0.805727496487702	0.999980938187157	none
ACACA	6.72657355850758	0.180742567514103	0.189077980450767	0.95591547510296	0.339114939964973	0.999980938187157	none
ACACB	5.92391463581182	-0.115949307145454	0.186980673107138	-0.620113861067427	0.535182827109704	0.999980938187157	none
ACAD10	4.98510456758369	-0.0109563360162297	0.209946090223414	-0.0521864255941636	0.95838014900183	0.999980938187157	none
ACAD8	5.92046717550326	4.60392032328228e-06	0.192709737270123	2.38904395205984e-05	0.999980938187157	0.999980938187157	none
ACAD9	6.89749016145156	0.019218594326278	0.178730702004951	0.107528220449476	0.914369938425298	0.999980938187157	none
ACADL	5.0991747646288	-0.165422919383036	0.200324539673485	-0.825774613797511	0.408931957330669	0.999980938187157	none
ACADM	7.4113668696175	-0.121478425899209	0.166139874956566	-0.731181637947949	0.464668214307594	0.999980938187157	none
ACADS	5.14961569998044	-0.0433485848011262	0.204880692476635	-0.211579648024032	0.832434988394341	0.999980938187157	none
